Row,Expected,Predicted,Match
4511,artists,childcare,False
4512,cell-phones,cell-phones,True
4513,automotive,automotive,True
4514,activities,childcare,False
4515,cell-phones,cell-phones,True
4516,cell-phones,cell-phones,True
4517,therapeutic,therapeutic,True
4518,temporary,temporary,True
4519,therapeutic,therapeutic,True
4520,photography,photography,True
4521,photography,photography,True
4522,general,general,True
4523,therapeutic,therapeutic,True
4524,photography,photography,True
4525,household-services,household-services,True
4526,automotive,automotive,True
4527,appliances,appliances,True
4528,therapeutic,therapeutic,True
4529,shared,shared,True
4530,therapeutic,therapeutic,True
4531,video-games,video-games,True
4532,shared,shared,True
4533,appliances,video-games,False
4534,temporary,shared,False
4535,activities,childcare,False
4536,shared,shared,True
4537,therapeutic,therapeutic,True
4538,artists,general,False
4539,real-estate,real-estate,True
4540,video-games,video-games,True
4541,cell-phones,cell-phones,True
4542,cell-phones,cell-phones,True
4543,real-estate,shared,False
4544,household-services,household-services,True
4545,general,childcare,False
4546,cell-phones,cell-phones,True
4547,therapeutic,therapeutic,True
4548,temporary,shared,False
4549,cell-phones,cell-phones,True
4550,wanted-housing,wanted-housing,True
4551,household-services,household-services,True
4552,automotive,automotive,True
4553,video-games,video-games,True
4554,therapeutic,therapeutic,True
4555,real-estate,shared,False
4556,photography,photography,True
4557,therapeutic,therapeutic,True
4558,temporary,temporary,True
4559,shared,shared,True
4560,real-estate,real-estate,True
4561,housing,shared,False
4562,general,general,True
4563,household-services,household-services,True
4564,temporary,temporary,True
4565,cell-phones,cell-phones,True
4566,video-games,video-games,True
4567,appliances,appliances,True
4568,therapeutic,therapeutic,True
4569,automotive,automotive,True
4570,cell-phones,cell-phones,True
4571,real-estate,shared,False
4572,household-services,household-services,True
4573,shared,shared,True
4574,wanted-housing,wanted-housing,True
4575,temporary,temporary,True
4576,video-games,activities,False
4577,video-games,video-games,True
4578,automotive,automotive,True
4579,shared,shared,True
4580,video-games,video-games,True
4581,temporary,temporary,True
4582,shared,shared,True
4583,appliances,appliances,True
4584,appliances,appliances,True
4585,household-services,household-services,True
4586,therapeutic,therapeutic,True
4587,photography,appliances,False
4588,activities,childcare,False
4589,photography,photography,True
4590,wanted-housing,wanted-housing,True
4591,wanted-housing,wanted-housing,True
4592,automotive,real-estate,False
4593,wanted-housing,temporary,False
4594,temporary,temporary,True
4595,therapeutic,therapeutic,True
4596,wanted-housing,wanted-housing,True
4597,wanted-housing,wanted-housing,True
4598,photography,photography,True
4599,shared,shared,True
4600,photography,appliances,False
4601,automotive,automotive,True
4602,appliances,appliances,True
4603,video-games,video-games,True
4604,shared,shared,True
4605,temporary,temporary,True
4606,general,shared,False
4607,automotive,automotive,True
4608,household-services,household-services,True
4609,shared,shared,True
4610,shared,shared,True
4611,real-estate,real-estate,True
4612,video-games,video-games,True
4613,therapeutic,therapeutic,True
4614,childcare,childcare,True
4615,shared,shared,True
4616,household-services,household-services,True
4617,therapeutic,therapeutic,True
4618,therapeutic,therapeutic,True
4619,wanted-housing,wanted-housing,True
4620,therapeutic,therapeutic,True
4621,childcare,childcare,True
4622,wanted-housing,wanted-housing,True
4623,real-estate,real-estate,True
4624,temporary,shared,False
4625,cell-phones,cell-phones,True
4626,video-games,video-games,True
4627,video-games,video-games,True
4628,therapeutic,therapeutic,True
4629,artists,general,False
4630,shared,shared,True
4631,activities,general,False
4632,shared,shared,True
4633,cell-phones,appliances,False
4634,wanted-housing,wanted-housing,True
4635,shared,shared,True
4636,cell-phones,cell-phones,True
4637,automotive,automotive,True
4638,photography,photography,True
4639,wanted-housing,wanted-housing,True
4640,cell-phones,cell-phones,True
4641,automotive,automotive,True
4642,automotive,temporary,False
4643,general,general,True
4644,activities,general,False
4645,shared,shared,True
4646,real-estate,real-estate,True
4647,general,childcare,False
4648,temporary,shared,False
4649,real-estate,real-estate,True
4650,therapeutic,therapeutic,True
4651,real-estate,real-estate,True
4652,video-games,video-games,True
4653,therapeutic,therapeutic,True
4654,general,general,True
4655,household-services,household-services,True
4656,shared,shared,True
4657,appliances,appliances,True
4658,shared,shared,True
4659,video-games,video-games,True
4660,general,shared,False
4661,household-services,automotive,False
4662,video-games,video-games,True
4663,wanted-housing,wanted-housing,True
4664,temporary,temporary,True
4665,shared,temporary,False
4666,therapeutic,therapeutic,True
4667,real-estate,wanted-housing,False
4668,activities,activities,True
4669,therapeutic,therapeutic,True
4670,shared,shared,True
4671,appliances,appliances,True
4672,therapeutic,therapeutic,True
4673,shared,shared,True
4674,automotive,automotive,True
4675,temporary,shared,False
4676,wanted-housing,wanted-housing,True
4677,general,general,True
4678,automotive,automotive,True
4679,temporary,shared,False
4680,temporary,shared,False
4681,photography,appliances,False
4682,general,appliances,False
4683,shared,shared,True
4684,shared,shared,True
4685,childcare,childcare,True
4686,childcare,childcare,True
4687,shared,shared,True
4688,household-services,household-services,True
4689,cell-phones,cell-phones,True
4690,artists,wanted-housing,False
4691,childcare,childcare,True
4692,temporary,shared,False
4693,general,shared,False
4694,wanted-housing,wanted-housing,True
4695,temporary,shared,False
4696,wanted-housing,wanted-housing,True
4697,photography,appliances,False
4698,photography,appliances,False
4699,video-games,video-games,True
4700,childcare,childcare,True
4701,shared,wanted-housing,False
4702,household-services,therapeutic,False
4703,appliances,appliances,True
4704,appliances,appliances,True
4705,wanted-housing,wanted-housing,True
4706,therapeutic,therapeutic,True
4707,activities,shared,False
4708,real-estate,shared,False
4709,temporary,shared,False
4710,appliances,appliances,True
4711,childcare,childcare,True
4712,household-services,household-services,True
4713,shared,shared,True
4714,real-estate,therapeutic,False
4715,therapeutic,therapeutic,True
4716,childcare,general,False
4717,real-estate,household-services,False
4718,real-estate,real-estate,True
4719,wanted-housing,wanted-housing,True
4720,shared,shared,True
4721,photography,photography,True
4722,childcare,childcare,True
4723,wanted-housing,wanted-housing,True
4724,activities,shared,False
4725,household-services,household-services,True
4726,temporary,temporary,True
4727,shared,shared,True
4728,video-games,video-games,True
4729,cell-phones,cell-phones,True
4730,therapeutic,therapeutic,True
4731,photography,photography,True
4732,temporary,shared,False
4733,shared,shared,True
4734,household-services,household-services,True
4735,temporary,shared,False
4736,childcare,childcare,True
4737,cell-phones,cell-phones,True
4738,artists,general,False
4739,wanted-housing,shared,False
4740,general,appliances,False
4741,photography,photography,True
4742,automotive,automotive,True
4743,automotive,automotive,True
4744,photography,photography,True
4745,activities,shared,False
4746,cell-phones,cell-phones,True
4747,shared,shared,True
4748,childcare,artists,False
4749,video-games,video-games,True
4750,temporary,shared,False
4751,temporary,shared,False
4752,cell-phones,cell-phones,True
4753,general,general,True
4754,therapeutic,therapeutic,True
4755,automotive,shared,False
4756,real-estate,household-services,False
4757,photography,photography,True
4758,childcare,childcare,True
4759,housing,shared,False
4760,shared,shared,True
4761,real-estate,shared,False
4762,therapeutic,therapeutic,True
4763,shared,shared,True
4764,shared,shared,True
4765,video-games,video-games,True
4766,artists,artists,True
4767,video-games,video-games,True
4768,housing,shared,False
4769,therapeutic,therapeutic,True
4770,artists,general,False
4771,photography,appliances,False
4772,automotive,automotive,True
4773,photography,appliances,False
4774,shared,shared,True
4775,real-estate,real-estate,True
4776,shared,shared,True
4777,cell-phones,cell-phones,True
4778,appliances,appliances,True
4779,appliances,appliances,True
4780,shared,shared,True
4781,automotive,automotive,True
4782,real-estate,real-estate,True
4783,photography,photography,True
4784,shared,shared,True
4785,automotive,automotive,True
4786,appliances,appliances,True
4787,childcare,childcare,True
4788,therapeutic,therapeutic,True
4789,wanted-housing,wanted-housing,True
4790,childcare,general,False
4791,shared,shared,True
4792,cell-phones,appliances,False
4793,housing,shared,False
4794,appliances,appliances,True
4795,automotive,automotive,True
4796,general,childcare,False
4797,appliances,appliances,True
4798,cell-phones,cell-phones,True
4799,household-services,shared,False
4800,temporary,temporary,True
4801,artists,artists,True
4802,shared,shared,True
4803,shared,shared,True
4804,temporary,shared,False
4805,temporary,temporary,True
4806,temporary,shared,False
4807,real-estate,real-estate,True
4808,temporary,temporary,True
4809,temporary,shared,False
4810,video-games,video-games,True
4811,appliances,appliances,True
4812,video-games,video-games,True
4813,therapeutic,therapeutic,True
4814,video-games,appliances,False
4815,photography,photography,True
4816,temporary,shared,False
4817,wanted-housing,wanted-housing,True
4818,shared,shared,True
4819,photography,appliances,False
4820,cell-phones,cell-phones,True
4821,cell-phones,cell-phones,True
4822,photography,photography,True
4823,temporary,shared,False
4824,therapeutic,therapeutic,True
4825,childcare,childcare,True
4826,photography,photography,True
4827,activities,activities,True
4828,shared,temporary,False
4829,cell-phones,cell-phones,True
4830,shared,shared,True
4831,appliances,appliances,True
4832,household-services,household-services,True
4833,household-services,shared,False
4834,video-games,video-games,True
4835,childcare,childcare,True
4836,automotive,automotive,True
4837,wanted-housing,wanted-housing,True
4838,video-games,video-games,True
4839,therapeutic,therapeutic,True
4840,temporary,temporary,True
4841,general,general,True
4842,cell-phones,cell-phones,True
4843,automotive,automotive,True
4844,video-games,video-games,True
4845,cell-phones,cell-phones,True
4846,cell-phones,cell-phones,True
4847,real-estate,real-estate,True
4848,real-estate,real-estate,True
4849,shared,shared,True
4850,appliances,appliances,True
4851,automotive,automotive,True
4852,real-estate,real-estate,True
4853,shared,temporary,False
4854,therapeutic,therapeutic,True
4855,cell-phones,cell-phones,True
4856,therapeutic,therapeutic,True
4857,temporary,shared,False
4858,photography,photography,True
4859,therapeutic,therapeutic,True
4860,therapeutic,therapeutic,True
4861,real-estate,household-services,False
4862,wanted-housing,wanted-housing,True
4863,household-services,shared,False
4864,temporary,shared,False
4865,therapeutic,therapeutic,True
4866,real-estate,real-estate,True
4867,wanted-housing,wanted-housing,True
4868,appliances,appliances,True
4869,automotive,automotive,True
4870,temporary,temporary,True
4871,shared,wanted-housing,False
4872,shared,temporary,False
4873,video-games,video-games,True
4874,temporary,shared,False
4875,wanted-housing,wanted-housing,True
4876,household-services,household-services,True
4877,shared,temporary,False
4878,photography,appliances,False
4879,cell-phones,appliances,False
4880,temporary,shared,False
4881,appliances,appliances,True
4882,general,childcare,False
4883,wanted-housing,wanted-housing,True
4884,automotive,real-estate,False
4885,activities,activities,True
4886,shared,shared,True
4887,cell-phones,cell-phones,True
4888,activities,wanted-housing,False
4889,temporary,temporary,True
4890,temporary,temporary,True
4891,appliances,appliances,True
4892,therapeutic,therapeutic,True
4893,shared,shared,True
4894,household-services,household-services,True
4895,real-estate,therapeutic,False
4896,therapeutic,therapeutic,True
4897,cell-phones,cell-phones,True
4898,therapeutic,therapeutic,True
4899,household-services,household-services,True
4900,shared,shared,True
4901,therapeutic,therapeutic,True
4902,appliances,appliances,True
4903,therapeutic,therapeutic,True
4904,therapeutic,therapeutic,True
4905,therapeutic,therapeutic,True
4906,real-estate,real-estate,True
4907,therapeutic,therapeutic,True
4908,appliances,appliances,True
4909,video-games,video-games,True
4910,therapeutic,therapeutic,True
4911,automotive,automotive,True
4912,wanted-housing,wanted-housing,True
4913,shared,shared,True
4914,photography,photography,True
4915,real-estate,automotive,False
4916,therapeutic,therapeutic,True
4917,appliances,appliances,True
4918,household-services,therapeutic,False
4919,wanted-housing,wanted-housing,True
4920,cell-phones,cell-phones,True
4921,cell-phones,cell-phones,True
4922,temporary,shared,False
4923,appliances,appliances,True
4924,temporary,shared,False
4925,shared,shared,True
4926,household-services,household-services,True
4927,general,childcare,False
4928,household-services,household-services,True
4929,appliances,appliances,True
4930,temporary,shared,False
4931,appliances,appliances,True
4932,general,general,True
4933,photography,photography,True
4934,temporary,temporary,True
4935,therapeutic,therapeutic,True
4936,cell-phones,cell-phones,True
4937,real-estate,real-estate,True
4938,household-services,household-services,True
4939,general,childcare,False
4940,appliances,appliances,True
4941,temporary,shared,False
4942,housing,shared,False
4943,shared,shared,True
4944,therapeutic,therapeutic,True
4945,therapeutic,therapeutic,True
4946,automotive,automotive,True
4947,shared,shared,True
4948,temporary,shared,False
4949,photography,photography,True
4950,therapeutic,therapeutic,True
4951,temporary,temporary,True
4952,artists,general,False
4953,temporary,temporary,True
4954,shared,shared,True
4955,housing,temporary,False
4956,temporary,shared,False
4957,real-estate,real-estate,True
4958,temporary,shared,False
4959,therapeutic,therapeutic,True
4960,appliances,appliances,True
4961,household-services,household-services,True
4962,shared,shared,True
4963,activities,activities,True
4964,wanted-housing,wanted-housing,True
4965,housing,shared,False
4966,childcare,childcare,True
4967,household-services,household-services,True
4968,wanted-housing,temporary,False
4969,childcare,childcare,True
4970,video-games,appliances,False
4971,cell-phones,cell-phones,True
4972,real-estate,therapeutic,False
4973,cell-phones,cell-phones,True
4974,cell-phones,cell-phones,True
4975,temporary,shared,False
4976,artists,childcare,False
4977,wanted-housing,wanted-housing,True
4978,childcare,childcare,True
4979,photography,photography,True
4980,cell-phones,cell-phones,True
4981,housing,shared,False
4982,wanted-housing,wanted-housing,True
4983,photography,photography,True
4984,artists,artists,True
4985,household-services,household-services,True
4986,shared,shared,True
4987,therapeutic,therapeutic,True
4988,therapeutic,therapeutic,True
4989,cell-phones,cell-phones,True
4990,wanted-housing,wanted-housing,True
4991,video-games,video-games,True
4992,shared,shared,True
4993,therapeutic,therapeutic,True
4994,childcare,childcare,True
4995,artists,shared,False
4996,household-services,household-services,True
4997,automotive,automotive,True
4998,therapeutic,therapeutic,True
4999,general,general,True
5000,wanted-housing,shared,False
5001,wanted-housing,wanted-housing,True
5002,shared,shared,True
5003,real-estate,real-estate,True
5004,therapeutic,therapeutic,True
5005,childcare,childcare,True
5006,cell-phones,cell-phones,True
5007,therapeutic,therapeutic,True
5008,real-estate,therapeutic,False
5009,temporary,temporary,True
5010,activities,childcare,False
5011,appliances,appliances,True
5012,childcare,childcare,True
5013,housing,shared,False
5014,therapeutic,therapeutic,True
5015,shared,shared,True
5016,cell-phones,cell-phones,True
5017,photography,photography,True
5018,real-estate,automotive,False
5019,temporary,shared,False
5020,childcare,childcare,True
5021,childcare,general,False
5022,video-games,appliances,False
5023,cell-phones,cell-phones,True
5024,appliances,appliances,True
5025,shared,shared,True
5026,automotive,automotive,True
5027,childcare,childcare,True
5028,housing,housing,True
5029,automotive,automotive,True
5030,wanted-housing,wanted-housing,True
5031,cell-phones,cell-phones,True
5032,household-services,household-services,True
5033,household-services,household-services,True
5034,appliances,appliances,True
5035,shared,shared,True
5036,shared,shared,True
5037,artists,artists,True
5038,video-games,appliances,False
5039,appliances,appliances,True
5040,real-estate,real-estate,True
5041,household-services,household-services,True
5042,cell-phones,cell-phones,True
5043,wanted-housing,wanted-housing,True
5044,cell-phones,appliances,False
5045,cell-phones,cell-phones,True
5046,household-services,household-services,True
5047,shared,shared,True
5048,shared,shared,True
5049,therapeutic,therapeutic,True
5050,appliances,appliances,True
5051,wanted-housing,temporary,False
5052,therapeutic,therapeutic,True
5053,automotive,household-services,False
5054,household-services,household-services,True
5055,therapeutic,therapeutic,True
5056,appliances,appliances,True
5057,real-estate,real-estate,True
5058,video-games,video-games,True
5059,housing,housing,True
5060,childcare,childcare,True
5061,appliances,appliances,True
5062,video-games,video-games,True
5063,appliances,appliances,True
5064,appliances,appliances,True
5065,appliances,appliances,True
5066,shared,temporary,False
5067,real-estate,real-estate,True
5068,video-games,appliances,False
5069,video-games,video-games,True
5070,video-games,video-games,True
5071,childcare,childcare,True
5072,shared,shared,True
5073,automotive,automotive,True
5074,general,general,True
5075,shared,shared,True
5076,therapeutic,therapeutic,True
5077,appliances,appliances,True
5078,cell-phones,cell-phones,True
5079,video-games,appliances,False
5080,household-services,household-services,True
5081,cell-phones,cell-phones,True
5082,activities,general,False
5083,cell-phones,cell-phones,True
5084,video-games,video-games,True
5085,video-games,video-games,True
5086,shared,temporary,False
5087,real-estate,therapeutic,False
5088,household-services,household-services,True
5089,therapeutic,therapeutic,True
5090,cell-phones,cell-phones,True
5091,video-games,video-games,True
5092,cell-phones,appliances,False
5093,therapeutic,shared,False
5094,photography,photography,True
5095,household-services,therapeutic,False
5096,activities,activities,True
5097,household-services,therapeutic,False
5098,general,automotive,False
5099,therapeutic,therapeutic,True
5100,shared,shared,True
5101,general,automotive,False
5102,real-estate,real-estate,True
5103,appliances,appliances,True
5104,cell-phones,appliances,False
5105,therapeutic,therapeutic,True
5106,automotive,shared,False
5107,video-games,appliances,False
5108,cell-phones,cell-phones,True
5109,photography,appliances,False
5110,therapeutic,therapeutic,True
5111,photography,photography,True
5112,cell-phones,cell-phones,True
5113,artists,general,False
5114,video-games,video-games,True
5115,household-services,household-services,True
5116,therapeutic,therapeutic,True
5117,cell-phones,cell-phones,True
5118,photography,photography,True
5119,wanted-housing,wanted-housing,True
5120,cell-phones,cell-phones,True
5121,wanted-housing,wanted-housing,True
5122,therapeutic,therapeutic,True
5123,cell-phones,cell-phones,True
5124,video-games,appliances,False
5125,shared,shared,True
5126,cell-phones,cell-phones,True
5127,photography,photography,True
5128,shared,shared,True
5129,appliances,appliances,True
5130,real-estate,real-estate,True
5131,general,childcare,False
5132,shared,shared,True
5133,cell-phones,cell-phones,True
5134,general,general,True
5135,temporary,shared,False
5136,childcare,childcare,True
5137,temporary,temporary,True
5138,shared,shared,True
5139,temporary,temporary,True
5140,photography,photography,True
5141,temporary,shared,False
5142,automotive,automotive,True
5143,shared,shared,True
5144,temporary,temporary,True
5145,therapeutic,temporary,False
5146,therapeutic,therapeutic,True
5147,real-estate,real-estate,True
5148,temporary,temporary,True
5149,housing,wanted-housing,False
5150,therapeutic,therapeutic,True
5151,appliances,appliances,True
5152,wanted-housing,shared,False
5153,appliances,appliances,True
5154,shared,shared,True
5155,temporary,shared,False
5156,household-services,household-services,True
5157,temporary,shared,False
5158,household-services,household-services,True
5159,real-estate,shared,False
5160,temporary,temporary,True
5161,shared,shared,True
5162,shared,wanted-housing,False
5163,temporary,shared,False
5164,shared,shared,True
5165,wanted-housing,wanted-housing,True
5166,photography,appliances,False
5167,therapeutic,therapeutic,True
5168,temporary,shared,False
5169,temporary,temporary,True
5170,wanted-housing,wanted-housing,True
5171,housing,shared,False
5172,therapeutic,therapeutic,True
5173,household-services,household-services,True
5174,shared,shared,True
5175,temporary,temporary,True
5176,therapeutic,therapeutic,True
5177,general,shared,False
5178,cell-phones,cell-phones,True
5179,automotive,shared,False
5180,automotive,automotive,True
5181,therapeutic,therapeutic,True
5182,childcare,childcare,True
5183,shared,shared,True
5184,temporary,temporary,True
5185,household-services,household-services,True
5186,therapeutic,therapeutic,True
5187,wanted-housing,wanted-housing,True
5188,housing,shared,False
5189,wanted-housing,wanted-housing,True
5190,real-estate,real-estate,True
5191,appliances,appliances,True
5192,appliances,appliances,True
5193,wanted-housing,shared,False
5194,therapeutic,therapeutic,True
5195,real-estate,shared,False
5196,shared,shared,True
5197,household-services,household-services,True
5198,activities,activities,True
5199,therapeutic,therapeutic,True
5200,childcare,shared,False
5201,household-services,therapeutic,False
5202,shared,shared,True
5203,temporary,shared,False
5204,automotive,automotive,True
5205,wanted-housing,artists,False
5206,video-games,video-games,True
5207,video-games,video-games,True
5208,general,wanted-housing,False
5209,automotive,automotive,True
5210,wanted-housing,wanted-housing,True
5211,automotive,automotive,True
5212,shared,shared,True
5213,shared,shared,True
5214,photography,photography,True
5215,therapeutic,therapeutic,True
5216,automotive,automotive,True
5217,housing,shared,False
5218,general,general,True
5219,wanted-housing,wanted-housing,True
5220,household-services,household-services,True
5221,wanted-housing,wanted-housing,True
5222,household-services,household-services,True
5223,shared,shared,True
5224,appliances,appliances,True
5225,automotive,automotive,True
5226,household-services,household-services,True
5227,video-games,video-games,True
5228,temporary,shared,False
5229,wanted-housing,wanted-housing,True
5230,therapeutic,therapeutic,True
5231,household-services,household-services,True
5232,general,general,True
5233,temporary,temporary,True
5234,automotive,automotive,True
5235,cell-phones,cell-phones,True
5236,household-services,household-services,True
5237,therapeutic,therapeutic,True
5238,childcare,childcare,True
5239,household-services,household-services,True
5240,real-estate,wanted-housing,False
5241,shared,shared,True
5242,real-estate,wanted-housing,False
5243,shared,temporary,False
5244,photography,appliances,False
5245,photography,cell-phones,False
5246,real-estate,shared,False
5247,wanted-housing,wanted-housing,True
5248,wanted-housing,wanted-housing,True
5249,automotive,automotive,True
5250,real-estate,real-estate,True
5251,therapeutic,therapeutic,True
5252,childcare,childcare,True
5253,cell-phones,appliances,False
5254,temporary,shared,False
5255,video-games,video-games,True
5256,photography,photography,True
5257,shared,shared,True
5258,appliances,appliances,True
5259,therapeutic,therapeutic,True
5260,shared,shared,True
5261,wanted-housing,shared,False
5262,household-services,household-services,True
5263,shared,shared,True
5264,video-games,video-games,True
5265,automotive,automotive,True
5266,shared,shared,True
5267,therapeutic,therapeutic,True
5268,therapeutic,therapeutic,True
5269,automotive,shared,False
5270,shared,shared,True
5271,shared,shared,True
5272,cell-phones,cell-phones,True
5273,therapeutic,therapeutic,True
5274,shared,shared,True
5275,therapeutic,therapeutic,True
5276,household-services,household-services,True
5277,therapeutic,therapeutic,True
5278,wanted-housing,wanted-housing,True
5279,housing,shared,False
5280,childcare,general,False
5281,video-games,video-games,True
5282,real-estate,real-estate,True
5283,photography,photography,True
5284,photography,appliances,False
5285,photography,appliances,False
5286,wanted-housing,shared,False
5287,temporary,shared,False
5288,real-estate,real-estate,True
5289,automotive,automotive,True
5290,wanted-housing,wanted-housing,True
5291,shared,shared,True
5292,household-services,shared,False
5293,therapeutic,therapeutic,True
5294,wanted-housing,wanted-housing,True
5295,wanted-housing,wanted-housing,True
5296,therapeutic,therapeutic,True
5297,childcare,childcare,True
5298,shared,shared,True
5299,household-services,household-services,True
5300,cell-phones,cell-phones,True
5301,household-services,household-services,True
5302,general,wanted-housing,False
5303,photography,photography,True
5304,shared,shared,True
5305,shared,shared,True
5306,temporary,temporary,True
5307,real-estate,therapeutic,False
5308,wanted-housing,real-estate,False
5309,automotive,automotive,True
5310,photography,photography,True
5311,wanted-housing,wanted-housing,True
5312,cell-phones,cell-phones,True
5313,therapeutic,therapeutic,True
5314,temporary,temporary,True
5315,automotive,automotive,True
5316,shared,shared,True
5317,therapeutic,therapeutic,True
5318,temporary,shared,False
5319,wanted-housing,temporary,False
5320,wanted-housing,wanted-housing,True
5321,appliances,appliances,True
5322,automotive,therapeutic,False
5323,real-estate,real-estate,True
5324,photography,photography,True
5325,shared,shared,True
5326,household-services,household-services,True
5327,childcare,childcare,True
5328,shared,shared,True
5329,general,general,True
5330,automotive,automotive,True
5331,therapeutic,therapeutic,True
5332,wanted-housing,wanted-housing,True
5333,temporary,temporary,True
5334,appliances,appliances,True
5335,photography,appliances,False
5336,cell-phones,cell-phones,True
5337,video-games,video-games,True
5338,cell-phones,cell-phones,True
5339,therapeutic,therapeutic,True
5340,shared,shared,True
5341,video-games,video-games,True
5342,therapeutic,therapeutic,True
5343,artists,wanted-housing,False
5344,therapeutic,therapeutic,True
5345,temporary,temporary,True
5346,childcare,childcare,True
5347,wanted-housing,wanted-housing,True
5348,photography,photography,True
5349,appliances,appliances,True
5350,therapeutic,therapeutic,True
5351,wanted-housing,wanted-housing,True
5352,activities,activities,True
5353,appliances,appliances,True
5354,wanted-housing,wanted-housing,True
5355,therapeutic,therapeutic,True
5356,photography,photography,True
5357,childcare,shared,False
5358,childcare,general,False
5359,appliances,appliances,True
5360,artists,artists,True
5361,shared,shared,True
5362,appliances,appliances,True
5363,temporary,shared,False
5364,automotive,automotive,True
5365,photography,photography,True
5366,temporary,shared,False
5367,cell-phones,cell-phones,True
5368,shared,shared,True
5369,cell-phones,appliances,False
5370,therapeutic,therapeutic,True
5371,photography,appliances,False
5372,temporary,temporary,True
5373,real-estate,real-estate,True
5374,shared,shared,True
5375,cell-phones,cell-phones,True
5376,therapeutic,therapeutic,True
5377,automotive,automotive,True
5378,activities,activities,True
5379,cell-phones,cell-phones,True
5380,shared,wanted-housing,False
5381,cell-phones,cell-phones,True
5382,video-games,video-games,True
5383,household-services,automotive,False
5384,childcare,childcare,True
5385,shared,temporary,False
5386,temporary,temporary,True
5387,real-estate,household-services,False
5388,therapeutic,therapeutic,True
5389,activities,activities,True
5390,shared,shared,True
5391,artists,therapeutic,False
5392,therapeutic,therapeutic,True
5393,household-services,household-services,True
5394,therapeutic,therapeutic,True
5395,video-games,video-games,True
5396,cell-phones,cell-phones,True
5397,artists,shared,False
5398,photography,photography,True
5399,real-estate,real-estate,True
5400,wanted-housing,wanted-housing,True
5401,household-services,therapeutic,False
5402,wanted-housing,wanted-housing,True
5403,video-games,video-games,True
5404,cell-phones,appliances,False
5405,childcare,childcare,True
5406,shared,shared,True
5407,temporary,shared,False
5408,general,general,True
5409,cell-phones,cell-phones,True
5410,automotive,shared,False
5411,automotive,automotive,True
5412,therapeutic,therapeutic,True
5413,shared,shared,True
5414,temporary,shared,False
5415,temporary,shared,False
5416,cell-phones,cell-phones,True
5417,appliances,appliances,True
5418,therapeutic,therapeutic,True
5419,video-games,video-games,True
5420,shared,shared,True
5421,shared,shared,True
5422,real-estate,real-estate,True
5423,automotive,shared,False
5424,general,appliances,False
5425,appliances,appliances,True
5426,shared,shared,True
5427,photography,photography,True
5428,appliances,appliances,True
5429,video-games,video-games,True
5430,temporary,shared,False
5431,therapeutic,therapeutic,True
5432,therapeutic,therapeutic,True
5433,childcare,childcare,True
5434,therapeutic,therapeutic,True
5435,cell-phones,cell-phones,True
5436,cell-phones,cell-phones,True
5437,appliances,appliances,True
5438,wanted-housing,wanted-housing,True
5439,automotive,automotive,True
5440,cell-phones,cell-phones,True
5441,photography,photography,True
5442,real-estate,automotive,False
5443,automotive,automotive,True
5444,video-games,video-games,True
5445,temporary,temporary,True
5446,appliances,appliances,True
5447,cell-phones,cell-phones,True
5448,temporary,temporary,True
5449,general,childcare,False
5450,artists,general,False
5451,real-estate,real-estate,True
5452,video-games,appliances,False
5453,wanted-housing,wanted-housing,True
5454,shared,shared,True
5455,general,wanted-housing,False
5456,wanted-housing,shared,False
5457,video-games,appliances,False
5458,real-estate,shared,False
5459,wanted-housing,shared,False
5460,cell-phones,cell-phones,True
5461,childcare,childcare,True
5462,video-games,video-games,True
5463,shared,shared,True
5464,artists,artists,True
5465,appliances,appliances,True
5466,artists,shared,False
5467,shared,shared,True
5468,photography,appliances,False
5469,general,general,True
5470,shared,childcare,False
5471,childcare,wanted-housing,False
5472,shared,wanted-housing,False
5473,appliances,appliances,True
5474,video-games,video-games,True
5475,childcare,childcare,True
5476,artists,childcare,False
5477,general,childcare,False
5478,real-estate,therapeutic,False
5479,photography,photography,True
5480,cell-phones,cell-phones,True
5481,wanted-housing,wanted-housing,True
5482,therapeutic,therapeutic,True
5483,appliances,appliances,True
5484,video-games,video-games,True
5485,general,childcare,False
5486,household-services,household-services,True
5487,therapeutic,therapeutic,True
5488,real-estate,real-estate,True
5489,household-services,automotive,False
5490,automotive,automotive,True
5491,wanted-housing,shared,False
5492,wanted-housing,wanted-housing,True
5493,therapeutic,shared,False
5494,shared,shared,True
5495,photography,photography,True
5496,temporary,temporary,True
5497,therapeutic,therapeutic,True
5498,therapeutic,therapeutic,True
5499,appliances,appliances,True
5500,cell-phones,cell-phones,True
5501,appliances,appliances,True
5502,childcare,childcare,True
5503,therapeutic,therapeutic,True
5504,photography,photography,True
5505,childcare,childcare,True
5506,temporary,shared,False
5507,wanted-housing,wanted-housing,True
5508,childcare,general,False
5509,activities,shared,False
5510,shared,shared,True
5511,shared,shared,True
5512,general,general,True
5513,wanted-housing,wanted-housing,True
5514,photography,photography,True
5515,wanted-housing,wanted-housing,True
5516,temporary,shared,False
5517,cell-phones,cell-phones,True
5518,wanted-housing,wanted-housing,True
5519,shared,shared,True
5520,household-services,real-estate,False
5521,temporary,shared,False
5522,shared,shared,True
5523,temporary,shared,False
5524,temporary,temporary,True
5525,wanted-housing,general,False
5526,wanted-housing,general,False
5527,childcare,childcare,True
5528,wanted-housing,wanted-housing,True
5529,shared,temporary,False
